listing_id,photo_query
642a651a-220b-4080-95c9-afc651e838c0,college textbook
4615ad2d-f997-4c08-b039-d147c690cb3d,black mesh office chair
fd832261-6687-4ded-ae20-e7ec19e897d3,mattress bed frame
05db55fc-76a0-4a74-b7c9-ff1e7dd2cf85,bookshelf shelving unit
820038a6-73c4-404a-87ea-b08a214ed8cc,pile of books study
7cef839e-d53c-44a1-b2c7-f9d2fd4e4460,winter parka coat
50584d18-15cd-45b9-a9af-f99f6fd46d60,black mesh office chair
61625663-7677-4518-8575-75f69bc64f87,small dining table
2e627613-246d-4a8a-b2d3-0e70e825d571,black mesh office chair
9f1fc54b-d91d-4a51-932d-cf9051ea98c4,wool scarf gloves
bf1db679-701b-4b68-b549-6e7bf04671cf,computer monitor desk
6ee4aeba-8253-4ed3-a69f-c028faebafa5,black mesh office chair
f3898bff-253c-4439-945e-cfe4feddd152,pile of books study
3d967a67-a2ad-4022-9b7d-28f7b8d06203,road bicycle
caa94f52-0765-4fee-8543-81d6a2b8ca5b,over ear headphones
a1bb6f4c-659e-4c73-8b1e-aa11d7e786b0,yoga mat
dac12336-60ae-4e80-a6b4-5b3b7692b734,wooden bed frame
5c3744d0-0723-4b8b-b891-2d53f71d0d88,standing desk office
2458d995-3b65-4996-a763-31549ad95d06,stack of textbooks
51249e9d-056f-4eb1-8f4d-e47f83fbb168,wooden dining chairs
c2e526cc-348d-4308-822a-0fd1e57f4937,mens suit
6b2bea8e-faff-4c70-8231-13efd8376c92,shopping trolley cart
477c4e02-5166-4d50-9eb5-5d35ed7e3262,pile of books study
5f0dc977-a2b2-4842-97b0-9736d9b082bd,spiral notebook binder
e38bfaef-c090-465f-8193-006a52220f84,chest of drawers dresser
12189376-01da-4e2a-839a-ea67cb16dddf,spiral notebook binder
accfbee3-03b7-49ac-ad61-4454cd303024,weight bench gym
fb42bc8a-6bd1-449e-9437-89cf867e6ba4,mechanical keyboard
ce22bb66-e5ad-4344-8ef6-b506f8a3d44f,black mesh office chair
eb00b031-74cf-4003-b10d-4c5b4746fa4b,walnut wooden desk
a33586cb-c351-407a-bf72-aa2c5e6fc77a,bookshelf shelving unit
c217afe6-d575-4433-aa7b-948c5bee9162,small dining table
2ba23793-8b19-43ca-bc60-f9a32aac95ce,stack of textbooks
b7a1fb77-52da-486d-b3ff-b37d6acacc54,sneakers shoes
8c5bb473-a902-4152-9e24-ba49dcbd3f98,kick scooter
2d4d74ae-66e3-4290-94b1-9b3cd5efc7ad,e-reader ebook
f668ce31-bffc-453e-a666-bb5b36d09f20,pots and pans cookware
bbd9d450-b92b-4b99-a76b-55ff10ff1cec,winter boots
bbc9b860-7d3b-4c69-bca5-5fd5aed2ecb3,pots and pans cookware
4c6d50ec-dacc-4659-b44d-f20259d261d8,small dining table
ba48ea9a-155a-46fb-87f9-3a7a41c06d40,water filter pitcher
31d3f59b-833e-4008-bbd3-a8afb2d67d8e,toaster oven
ecb859e1-216f-4e8d-a72c-fde755907d82,basketball
3e600098-0ecd-4c03-ac62-95dfc8061aba,wooden dining chairs
713af5b3-6cbe-4c68-a7c8-4d3cfd9e36e7,rain jacket
f84e75ca-14ab-448a-8f04-919b2d3239d0,college textbook
431a5c5d-2efa-4c5f-b69f-5810b6b7f928,white sofa couch
8a9563dd-89c2-47cc-8f22-6aae5900e7fa,sneakers shoes
3e497c28-0484-491a-b171-4476f14bb166,over ear headphones
efd4db1b-d5b5-4a75-81fe-89a54610e235,spiral notebook binder
330ed985-3fb5-4bf2-94ee-19c397ec3e8f,computer monitor desk
d6f9bead-de00-445d-a9e1-a9984a6d552c,birch sofa couch
464e70a1-b377-41d0-a092-f5cf3bc79aa5,mattress bed frame
87813b23-83fa-4548-9936-ec1ea78ec904,wooden bed frame
0988a74f-0095-4f5e-a8ee-d95db8742a51,stack of textbooks
dd720de7-968f-41de-9de9-b3c0cafb36f0,yoga mat
247c3997-1cad-4c27-8806-eb088de465d3,laptop computer
f855dd60-ab7b-49af-bfd9-19aca86c6e7d,resistance bands
59bfc74f-2250-4f6f-9961-bb2da96534be,spiral notebook binder
ff2b230f-0c3c-47c0-9156-0cd7944c1722,pile of books study
0f2e984f-2081-46a5-8f11-9ebca9794250,wooden dining chairs
bd210d4f-48fe-43ff-bb0a-9cd4a3211fee,mechanical keyboard
1d52c0fe-ec2b-43c4-940f-3fd40db8188a,rain jacket
d684887c-a32a-4fbc-b924-7e26288078de,mattress bedroom
05155434-487c-49b3-a877-d80ae1f2a333,vacuum cleaner
60820b1b-4ee4-4b60-9983-ee97579354ed,ski jacket poles
b66a5af6-3bdc-477a-8fbe-393f97e8f24e,bike helmet lock
41e4ba81-945a-43da-ba88-cb3c9af5abef,tablet device
60cf5c21-513e-4465-bd8d-d55149b46a8d,road bicycle
07b1f774-9800-405a-90ab-6cbe05d0d2d1,stack of textbooks
4adc25c0-2a17-4a2b-a3b1-d577a1faf355,mattress bedroom
83e94a49-3678-4e90-b251-70766dc9786e,stack of textbooks
5813da0c-612c-4a60-b948-6557f780b175,pothos houseplant
2c82e3cf-c459-4c36-a77c-49cb9a58b91b,college textbook
cc74975c-0ae3-4ac4-b228-741f499825a6,basketball
de34b746-3a5c-4fe4-9ffa-66c84a3a1d58,clothes drying rack
1ab14d5c-d115-45cf-b5b1-98d28bff0c2f,pots and pans cookware
852b706c-d8ff-499d-9b64-43db7bf2c273,oak wooden desk
5455e362-926a-4c40-b65f-517c9c48e468,e-reader ebook
5130ac38-d6e1-4df0-8231-c5e17e910503,cast iron skillet
ffe7f0c4-b9d7-4b4c-b744-8ac473a362fb,pile of books study
9cb684c1-2d18-4471-9c23-f1f8d5a85db5,walnut desk chair
c6b9cee0-8a67-4d42-a1bb-35b7377b944a,sneakers shoes
d9cf8f85-81bc-4d02-b56e-bab415a9c74e,birch wooden desk
281852a1-3f81-4ada-b5ab-c4fd6bef11e6,open textbook desk
0c001d36-f1be-4f09-b50f-125d1a232b1d,mattress bedroom
8786cbb1-ecf1-471f-a8ed-683dd5202d11,tablet device
20d70dcb-f52b-4212-a678-1b7636c93cc3,pile of books study
986401e2-8d75-490a-9e67-50cf3be6f9d8,wooden dining chairs
25ad1894-0868-45e8-bac0-7cb57550590f,pressure cooker instant pot
7c7a83b0-b053-4d5a-ba19-68414f56eadb,curtains window
9f75f9bc-a1f2-4de9-9734-fd477dd4f63f,road bicycle
4bd94d95-d65e-4ccc-8e13-cb4151aa405f,stack of textbooks
d8fa8037-670a-4ef7-8f46-bcd57a4db9c6,pots and pans cookware
b49c5d41-eb96-449f-a1ee-ae8094ae8777,air purifier
0e91d896-360b-45c1-bb3e-96ca47691f43,pile of books study
fef8a7b9-4bd8-4ec9-a4cd-745c62f30bba,curtains window
0bdf68a0-8678-4288-a702-c08fc19058c1,winter parka coat
e9cbc242-5b9f-4877-9c56-0a60ed3d00af,mens suit
ecaa00d7-e7d7-4ac8-8639-8b87156ddec0,stack of textbooks
f9b13381-cf09-4e8e-badc-677d06165db9,standing desk office
0f7d98f9-1991-4aa6-a5ef-aa86e3a76586,tennis racket
d1f6fd9f-6837-4215-8ede-86ab74e1fce6,usb cables charger
7b54529b-ede4-4f99-af1c-6140c948c950,open textbook desk
2aeb8f99-07ea-4ecd-a17e-935e242b6c87,college textbook
78cc3468-fca2-4972-a256-10dffa57f98a,standing desk office
10d24ed4-5eb8-4bfb-bb86-d693f9bfae5e,espresso coffee machine
2cd80e80-a484-4d33-9a43-249992627ac7,usb cables charger
c37c4b28-d656-42e5-bef2-5860e869753a,road bicycle
68fc65f4-bedf-4c80-a7d2-fa4fefae9417,black mesh office chair
e654ef7e-ed06-4b03-8e3f-2baaf019cbaa,wooden bed frame
f665606f-8532-49e9-914c-2e560fd93551,oak sofa couch
ccd7006a-021d-4b04-90ef-5df8612db94e,e-reader ebook
05796682-0fe8-4ead-b642-48a49f59968a,wool overcoat
4fa9ba19-41d7-4d33-a126-604f2f86cb69,sneakers shoes
2a1caa72-dbdf-4f23-b91a-42a660ffd24a,pile of books study
087ed90f-ca6d-4fbc-8160-05f0a10ae19f,electric kettle
41b0ffe9-4dd5-429a-bed9-33a27100a72d,mattress bed frame
44d54a01-e466-43bd-b70f-cffcce78a043,rain jacket
7f870fe6-f47c-486d-8aa0-d8456233e6bf,standing desk office
ec11a082-4e51-4ccb-985f-3280a674431a,rain jacket
061aca9b-6c80-4630-a54a-63c36bf739f5,espresso coffee machine
fa7d5e4f-d63c-41f6-925b-fd086aa03414,spiral notebook binder
4a2365ac-2aff-4e86-a7cf-39c2ba58b865,kitchen blender
e7d8af20-84e4-4c11-8e3a-8f7ba1aecc02,wooden bed frame
be0be817-baa8-47f7-9fce-d4da3b156dc0,desk lamp
899782d3-e8fc-41be-816a-d67dedfb1d80,clothes drying rack
0e851811-8161-4ded-828f-1bb92262c5e3,rain jacket
0289e8f6-4e80-4b25-a291-e4fd5b1a1d96,walnut sofa couch
98c85e03-56a2-48f7-938d-dd97d79a31b3,computer monitor desk
865e0824-aeac-4fdf-b605-de44a124b4f3,curtains window
c9c91507-9d34-461b-b082-20081547bbc6,wool scarf gloves
5c306806-e927-4ee4-9146-60e4b412c080,bookshelf shelving unit
2d3c4087-97da-4cb6-aaed-43c66466d19a,cast iron skillet
1068b045-570b-4834-8ae9-7897719fc002,bookshelf shelving unit
5042aeda-ea80-4a40-a99d-038572cb3d72,college textbook
520ab43a-06ee-4250-9416-cc025332cbae,microwave oven
b7097b6b-3f40-4c4e-831b-bdf5bdf626a3,rain jacket
3d5da475-7243-44fc-aa60-c17407e5be88,pothos houseplant
961dc8c2-f50a-4473-8a6a-a77ec044138d,black-brown wooden desk
9bb4bd09-019b-446b-aa51-6e253f4b3ce4,sneakers shoes
8ad16a71-a949-4754-8ede-c98e0cf8f4db,pile of books study
a16de68e-4b9f-4666-8791-5dbea4a332cd,stack of textbooks
30391140-3826-4ae9-9108-06b0eebedab0,coffee table living room
48bce1f8-8441-47e0-bc97-fe3592d3e20f,black mesh office chair
8d8fa41c-3fab-4f69-9535-fae7c2332fc2,wooden bed frame
9e8619c6-d117-4390-b0f5-992a5c789a12,water filter pitcher
f72a29a5-c199-4672-b8b5-98751d990623,tablet device
5d6d6b91-0bfa-4bc4-bf1b-91c1b091db5f,grey sofa couch
4593ce8c-775b-4000-947f-1217c4327dbc,kick scooter
246b860b-b1e6-4103-97c3-89043655e3df,basketball
ae0670a8-9051-4588-9287-b4731e404087,laptop computer
44f76140-7822-4deb-ab2f-f324a9ab49f7,beige sofa couch
893a6b93-4956-4653-802d-94d2cdd65dec,stack of textbooks
618e1f70-c598-4b00-bb7e-81bd6c08b65c,stack of textbooks
c49f8e32-12d4-4b19-8ea8-f9d67239b259,chest of drawers dresser
5e0dfb58-8bc6-4f1e-a3fc-8b1c7842af9e,spiral notebook binder
490081b6-2b1b-4ffd-933e-98f06caa1af6,chest of drawers dresser
ba28d73e-1184-44b8-ad50-523c4d9a9cd9,kick scooter
6c69a24b-18a3-41a9-b81c-2a695dde7df3,mechanical keyboard
e5e8c713-95b9-4bef-802d-dcd14a9fa28f,pile of books study
beb7628e-2deb-44ff-80e3-9fe4fb6cfbf6,mens suit
71166c79-c7f8-4737-8a71-a8ecdf913199,over ear headphones
acebf6ac-0293-485a-832d-0f8f0138786e,computer monitor desk
a0ae6a59-f096-4ac9-a03e-910b521269c4,wooden dining chairs
1cbdb92d-617d-4bb7-8b51-0bc44020bd81,chest of drawers dresser
c929c249-1a0f-4012-bdc8-3bdbd14ba944,air purifier
0e570b9b-06b9-4e1d-a746-82d63d785081,water filter pitcher
ebe11040-d9db-4c8f-84be-10b4759e2770,bicycle pump
f045f506-52d1-467c-97d2-6fcbd988c804,over ear headphones
1b3d320d-5cd5-4cb4-8f03-b15e0039d5e5,vacuum cleaner
ac0d302b-fdba-4b9a-a025-0d033e5c8dfd,spiral notebook binder
1f89ae54-f82d-408c-8cb0-e48b1709cd12,grey desk chair
bd66e4f8-76f3-46bb-9905-ad85a9e12181,usb cables charger
55c2a01a-7c36-4ae9-ace1-7390b914e4e5,laptop computer
773d5fca-acc4-4e2f-bdca-a05c6f6f2c82,mattress bedroom
a02d62fe-e02b-4117-8431-7a8336ca4000,grey sofa couch
d917a56b-1f11-47fe-bdba-8797f230cd34,stack of textbooks
5de49069-4f26-4e1a-8dbd-73a31715471b,winter parka coat
ce288f38-c75a-4db0-91e8-04a62884540f,e-reader ebook
8e8465e8-b3e4-434f-bd81-f145b7cf74f8,open textbook desk
40e22d31-5603-4083-9e30-762bfdfc0736,dinner plates dishes
8bde58c3-aa1c-4cbe-9dbf-05b3ab321591,small dining table
e67e0cc1-e752-4dc1-9f25-50933f027ed2,dinner plates dishes
572e5490-95d4-4257-85ba-fabd395aafc7,shopping trolley cart
cd506acf-340b-47ae-a93f-5c3e20943884,open textbook desk
aebc3095-ee20-46c9-ba54-93d9463a6f11,standing desk office
ce6c3c47-0cb9-48c6-9a89-cb45c7e64db0,kick scooter
41ce076e-2e4e-4f0b-adde-18eaea43a398,coffee table living room
d31bcd38-7b90-43af-a34d-34e01a43905c,black mesh office chair
c7f118fe-698b-48fa-bd80-03c6ceeba492,wooden bed frame
1e09aa54-a764-4f49-8093-3e5d73753df9,mechanical keyboard
47d04850-3375-450d-828b-42e8de25528c,mechanical keyboard
d0f899c3-61f9-433a-a955-346fd6eda31f,black mesh office chair
2d4ff1ac-96fe-4396-b3c3-0150e043c8ea,basketball
1c9caa11-79ff-4b33-af29-fc74dff46389,bookshelf shelving unit
ea731d6c-574c-45b3-979c-a2624bcb2d24,mechanical keyboard
06206e95-37fa-4028-8609-f20acce67ebd,rain jacket
23b9ab88-4bb1-4c7e-98d2-9ac319d13996,pile of books study
38500a84-3234-4736-8683-500455fd8d58,pile of books study
a2227235-6409-469f-8e44-afb7310b99e0,pots and pans cookware
c9840ede-1626-4c6e-b5ff-0aea3500b876,college textbook
cd6c2d1b-315a-4a09-9a12-df0416f10a5e,winter parka coat
731c8517-7608-4c1e-b098-a385edf6d034,stack of textbooks
cca317c7-ca17-4795-9363-a4719134270e,kick scooter
712e935c-10cf-4fe8-b3cb-0f124a97cce6,laptop computer
b0cc6595-e2ea-40e1-87e4-9916f419888d,chest of drawers dresser
23b62030-bc09-4a1c-a0e9-e982f8b28649,bike helmet lock
6cc02e1c-7723-4a29-a1bd-9c888922e10b,over ear headphones
329b1d2e-8331-4952-a673-71f51fbfca3c,sneakers shoes
4d0d8179-9160-4ce0-891f-16928c0a24bf,e-reader ebook
20862f06-d019-4d10-86fe-3170452d9102,spiral notebook binder
f9d83822-d328-4a41-aefc-b2fb0a3010a6,pressure cooker instant pot
07833fa1-a3be-4c6f-af31-16e80675a938,clothes rack hangers
1b513c92-a928-402b-91a7-60c4ade3bd17,mechanical keyboard
e55040ad-1aa6-4747-94df-8aeb6725899c,bicycle pump
7271559e-3b06-49d9-a5d8-e014a35ac2f3,air purifier
777fcade-669e-4994-a5c0-5ce1281f92d1,black-brown wooden desk
19df0d1c-87ab-4a94-a9e6-f7197aae375e,open textbook desk
2b1e9104-df19-42a5-9a74-fa47bd5963df,spiral notebook binder
92d0d2fc-5512-44fe-b924-4936157def77,tablet device
b7214c77-6321-4fa8-b475-ef3cb0731d82,spiral notebook binder
236db5dd-0d9e-4204-9872-e37e23ea7319,computer mouse desk
c7709088-d0da-4750-9813-022ee0eef05a,spiral notebook binder
360606c6-82d4-4e99-a9bf-8dddb8f9c057,wooden bed frame
2f22b08c-1a5f-4d5c-9b10-c6741b094696,mens suit
810ba57a-b4ea-47c7-a49b-576d40ac5302,black mesh office chair
4e5ea8ea-106b-435b-b6e4-3f3bc5f8578c,college textbook
a99a6b1f-1c31-42f2-a662-f05ff04b177c,stack of textbooks
0e617553-4f5c-4b96-b9e5-2303568f5623,rain jacket
80bba286-df47-4cb0-8705-bcef376ba27a,wool scarf gloves
b4db6b06-129a-4f2a-b2bd-c9e0f87adbdf,sneakers shoes
fa4076d0-7926-4a3c-ad48-2ed68fdf42dd,pile of books study
5de458d4-fa85-4f8f-ac31-fe3c0c649a42,winter parka coat
84d476fc-30c3-45c1-8a3d-f037c4ed9296,computer mouse desk
0b1d3bd7-3956-4a92-8ae9-20624dfcb141,bookshelf shelving unit
d2966cc1-191a-4776-bc35-288e7bb4cf15,winter parka coat
e68fc596-53ea-409d-ae7d-4511e9c2c2ef,kitchen utensils
49eee5d6-1e69-4995-8654-08c57e585ad9,standing desk office
0e1cf60e-599c-4384-89b2-3aedf6e32460,pile of books study
8561f43a-4de6-4d69-8fdc-81cb500ca57b,black mesh office chair
511e49b5-987f-4ad0-bac0-66235047d333,open textbook desk
633f396a-5230-48fc-b714-ff4dae685140,spiral notebook binder
e799613e-c8c8-45ab-9948-909ed38ce154,oak sofa couch
f64936ff-1fab-4662-8815-5242231503f3,college textbook
cec6aaa0-3bd4-4203-b9ab-e618665eecaf,pressure cooker instant pot
5c84b3d0-96ca-479e-b1b6-cc32d71b12ea,dinner plates dishes
9ccb0d89-8c64-4961-b351-a51fbdb288e0,rain jacket
31f26598-e065-4558-821f-097008c77184,spiral notebook binder
a5d44176-a839-47cf-9e62-3cd2a5e51125,kick scooter
9200de05-1275-4b9f-955f-bd0b9b2c98be,rain jacket
6f131e9e-c88e-4e48-aeaf-27566a5e79c5,laptop computer
a6d9cfb2-96c5-4aad-8c1e-c424abfb61c2,mechanical keyboard
2a4c6daf-00ba-47e3-8de1-8ae14e13a0c7,hybrid commuter bicycle
990affae-6c00-49a5-b088-c09d401223b0,water filter pitcher
7b22edc4-8ce6-4cd2-baea-1b9e1051ada6,chest of drawers dresser
93b69adb-26ea-4ed3-b87a-8dd159feac9b,electric kettle
cd403da8-3b4e-499c-bf83-1a1ee6ed11ee,kick scooter
2b59d4c6-1a46-4c66-b124-60c08f1e1328,spiral notebook binder
d0790222-84f1-4897-89d0-7da113e886bc,winter boots
6d6e986f-3cbc-41d1-ba03-0ce510ee357f,open textbook desk
cbfce56d-13ff-47cb-ac09-7a62a9fd6716,college textbook
781273ac-a954-44a0-a834-10a068ce305c,road bicycle
a11ea498-e484-4f0a-967a-5ed759dd42cd,stack of textbooks
8b8f9d7b-cdda-458e-a256-e8af65446a5e,mechanical keyboard
80f19598-dad9-42d4-b755-ec142fb7acba,rain jacket
c30f7510-b78f-495c-8472-386a997175a7,basketball
842cea88-1f69-420c-ab47-2cd5ac467723,kitchen utensils
677943e5-aadb-4ba0-a7a9-24d6098aa92e,winter parka coat
55ebe7b4-8a71-46c4-a9b1-1a8c995310c6,coffee table living room
dce87cbe-f86a-40a8-b9f7-e5a29d024448,usb cables charger
f4cb8def-fcda-42ee-9027-0fb9fec1af66,black mesh office chair
285ce0f1-30b9-4c09-b55d-f4ec871cd10e,small dining table
c5c54ac8-0612-42cc-8e3d-3d56b1273046,clothes rack hangers
25849bf6-0208-47ed-aa20-fffb393ef448,bookshelf shelving unit
353015bd-b02c-4f8d-bf25-9f030326bae1,clothes rack hangers
c837e9d4-2f2b-4ddb-b418-5aeace9f4e22,laptop computer
3de9733c-1fbe-433f-82d8-74942f63c9e0,wool overcoat
aef84117-8f1b-4a5e-b7bd-5ba2bf51f4af,rain jacket
49efb4da-a41a-40d5-aab0-7b39b3926cee,spiral notebook binder
df901683-d48f-4548-a4b3-3b055c0589be,curtains window
a0184cf1-aae6-4355-8710-4276b9a68091,pile of books study
05ecff39-a696-4b06-8459-78a48dd760d7,vacuum cleaner
0c20ec9b-4d2e-461c-abc7-093cc15a1c10,navy sofa couch
64382d00-5d5b-4d08-97ca-7bf8792ffd9e,pile of books study
ff204ee2-55bf-4b21-a363-f017713c2a70,usb cables charger
4249a2c8-63c7-443b-b1f5-8e341014ccec,mattress bedroom
2aaa1a92-5e30-4e4c-bb88-8d4197cd7c80,college textbook
8ff42f4f-50e7-4e73-979a-c1673ecc0520,dinner plates dishes
b4e6f09f-d078-49ac-8ce5-cb292688a671,toaster oven
0efadc07-a8d9-4e98-afc0-d09a8b4f883b,white wooden desk
757a07cf-2b2b-4bae-bcb2-c9d3d9e6a491,mattress bed frame
72636fc1-19b5-4c21-8a8c-a093b0bb1699,wool scarf gloves
f898b5ef-98f0-4059-b4dc-b730b0f59dc4,college textbook
b01cdec8-b614-48ba-9a52-762e8aba0b7b,clothes rack hangers
5681a5a9-5122-4896-b127-868b99990e9a,winter boots
4759c665-c339-4894-a9ce-24ba49efc341,black mesh office chair
425047a3-9724-4259-800b-c39ca672f2a5,winter boots
79f2688a-ab2c-4e91-b212-fd8115a51173,wooden bed frame
de820541-16f3-416c-bec0-340ef64ac306,usb cables charger
a45c2ca2-142e-4ab3-926e-efa86dabb891,navy desk chair
0e9ad9de-1217-4125-8cae-e8b0552d328e,bike helmet lock
4b7b804b-a4e0-474a-8fda-0fe392c4e134,open textbook desk
7e728688-5823-416f-b8eb-2fa0a142afd4,college textbook
8fe1b1d1-dfb9-47f5-bf37-2183a889be06,mechanical keyboard
a868d4eb-19d1-4d7f-999f-c682994134d9,clothes drying rack
52d5a1f5-103d-4ca9-8f3a-f26616142acb,pile of books study
b9fedbce-48f3-41c4-86f8-141f76887e2f,bookshelf shelving unit
5cd14a9a-ca39-4ff7-95ac-d6df08313407,wooden dining chairs
f21e94b0-b81b-4954-87ce-3113150d44b5,black-brown wooden desk
243fc30d-fdbe-43f4-939e-406239d47169,open textbook desk
11f24e6d-035d-43ee-ae95-7cef246ab562,wool overcoat
cee7b757-2343-4a29-a84f-75ec6a9e9a57,dinner plates dishes
0a34a3f3-e39e-4ada-bbe6-0afa4717093d,open textbook desk
1d44b3d7-ccd7-4572-b3f7-086e9445db02,rain jacket
acf18ed8-4fe9-4293-8d5e-f8fa17978456,bicycle pump
6211ae79-dd36-44b4-955c-d6bb065af23a,stack of textbooks
db96685c-4b3d-4694-babd-1a1d25c13315,birch desk chair
dd85e8f5-262b-484a-8642-378cb58a4268,college textbook
d47dcb1a-c0df-4900-b4b1-e169453f9d73,winter boots
345d2695-9b06-434a-a689-275fb3c83364,spiral notebook binder
7658cafe-2d39-403e-a7c9-c6fa0dc40f8f,pile of books study
0a1cacaf-75ca-40f4-9f58-1c0279a1778e,vacuum cleaner
cceb4bed-67c8-4eb5-9277-a6aafc929ab3,wool overcoat
b41e10ee-ad81-4a16-a7fb-5b6469af467c,pressure cooker instant pot
87ec9126-8b47-4356-8e5a-3490db92c3d1,cardboard moving boxes
de6c5695-275a-4bab-9ddf-c42527c2113d,grey desk chair
9b24d28a-4c26-4862-b246-e46a9f997a25,kitchen blender
bf7fe23e-a6dd-4ded-b881-a9227287270a,kick scooter
7087cc73-8a9a-4074-bd60-1352829c345c,mini fridge
8434d8c0-98a1-4485-9e29-1d7ccec7704f,air purifier
dfebd44f-0314-4d4e-94f4-c96a8d2812a9,curtains window
99dae577-36cc-413f-b6d4-4d4d5f12aeac,mattress bed frame
68f2e5fa-743b-4041-8661-2c0ed476e552,mattress bed frame
9dbed5bd-bf25-41e2-b486-4b4d70fb88c8,computer monitor desk
64328e49-d07c-453f-a7d5-d31e77411a23,usb cables charger
b62799f8-2ac3-4417-b7ce-a42bf01fc9d4,small dining table
3422011f-686a-4940-ad05-75de164c4f2b,spiral notebook binder
35ab2f47-4edc-4a60-9314-dd4ee57a0944,desk lamp
875c87ea-0b02-4a97-bb0f-a4cec577289c,mechanical keyboard
7567b84b-1c34-4c99-9577-a37908f89fc2,over ear headphones
37082b84-f8d5-47b2-bb49-4bf4b4567855,stack of textbooks
25bc47c7-3f59-45cf-accf-7d8de543b417,road bicycle
6c7dabb8-ea1a-4bc6-a076-33e641b26aec,over ear headphones
8ae89483-21c4-48ea-b91a-0bad18edac4b,navy sofa couch
ac26d4c2-818b-4d0b-b398-8db8a8a06846,college textbook
b5b734af-cde7-49d8-9ad2-42481f3f1a19,mini fridge
1c127e63-4879-4c09-ac20-7304bc326886,standing desk office
229700f2-dd1c-4c3e-9ca7-a04381a34680,standing desk office
3e800602-8dfb-4d38-b484-a4d0523d28c5,small writing desk
8ba1ed81-5b73-4647-ad33-fd229ed3ae6d,white wooden desk
9e7e869c-a0b8-4f26-b41e-6b66f8fdcf2e,wooden bed frame
170f6779-135f-445f-b589-9a0f9bdbca20,black desk chair
66a6bc6f-1e9c-4fa8-981b-9cf033236ffd,black-brown wooden desk
a257f378-6d94-4c13-b237-5a40798d21ee,rollerblades skates
721a9588-c4f4-457e-a19b-bf1ff17621ac,spiral notebook binder
dd1db42e-8873-420f-9f0b-4006f6622ba3,dumbbells weights
2e88a891-943f-4ac4-ac2f-a0b0e1b81fe2,coffee table living room
1ab1131c-ebba-450e-b4db-bef9292943b2,over ear headphones
ae4b9d86-dd63-46d3-b249-d9482b353200,rice cooker
280fd973-8a34-425e-89de-395059c3da9a,stack of textbooks
b7124a14-b1b7-49de-adb5-077af9e0b618,winter boots
9cfdd050-dfde-4641-8d0e-e847ec7a9175,usb cables charger
398c17c9-c1ff-41d0-89ab-558c82d5c0bc,water filter pitcher
4be14f30-5576-4bd8-b06b-705dd36301f8,chest of drawers dresser
ac47bc4c-991b-4962-bed0-a6008f9c6d47,cardboard moving boxes
adec70f4-3f12-465b-84d2-ed0b0cdec8ee,electric scooter
412e26f7-d374-477b-bec8-a5ac5aeee079,wooden bed frame
029756b4-f122-4907-b384-fdbd36043f2b,pile of books study
b32179a5-4fbc-453f-b126-ae524ef3cadd,wooden dining chairs
f59531fc-0ddb-4002-87ba-d1d4fe2140a5,over ear headphones
997a9f44-6338-438a-a829-c3e4d1ebcc8e,wooden dining chairs
321f6d02-b13c-4ef7-aae1-fd952a60eb5a,mattress bedroom
bd261f82-9e90-40df-a7e7-8edd21841421,curtains window
6fb96efa-c9f8-47a4-9a65-3068bc99a94a,kitchen blender
68b25b5f-4761-4e90-a8c0-02d67caa3683,usb cables charger
3c72eb92-759f-4f4f-8df5-fe6cba342c02,bicycle pump
a84a88e3-ed94-4edd-93f1-3bfeb13aee85,wool scarf gloves
3dacb498-3be6-4091-b125-4c35f45ce264,spiral notebook binder
bef37b11-e3f0-451a-b3e8-157806234c5b,standing desk office
1615dca3-417f-416b-8d61-e1244a4a2fb4,oak sofa couch
5f71020e-90c9-4757-8438-a28bf996c233,college textbook
88b74e6e-e758-46f9-b824-c614c955ef66,usb cables charger
1ece5efc-9825-45a3-9874-55ad8dcefd36,usb cables charger
06eedb5e-eb0c-4173-9bbc-fb6533f76281,vacuum cleaner
576dd58d-57c6-4e11-a4bf-fd6767f5c5bf,kitchen blender
6efbca53-c960-4bb8-b015-44ad24611c8c,shopping trolley cart
30fdfafe-3c3f-4ffd-a8c2-435cf572e3f0,pile of books study
7001eced-81cc-48d6-86bf-ccd5bc620ec1,standing desk office
7716f115-f514-4ba6-83ba-6a9b6648df85,usb cables charger
ab560da3-0bd6-41d0-907d-b07c05a7ac61,spiral notebook binder
7c8735ef-00bc-4329-ac8c-78be73600614,small writing desk
a0a79a2b-d919-4bc5-8e3b-4ccd67965fb3,mechanical keyboard
0c3dd19d-64e1-4c6f-84d3-97ff49704e92,small dining table
1a368823-a32b-4755-99ce-e387582a693a,wooden bed frame
9f12037d-c412-4675-8a06-655a578a9531,wooden bed frame
152e377e-0c97-4ea2-bacc-90ad6f86724a,coffee table living room
370c7ce1-1dc1-47a0-b24c-00eb998220f3,small writing desk
fc8fc21e-61d8-41bb-a62a-cfa509cf3edc,wool scarf gloves
3bac5c73-ae8e-4a74-8ed5-8568da0dc74e,winter parka coat
7d89e19f-0e54-4189-b610-2da5d1022eb6,grey sofa couch
e15e1fef-31ab-4c14-8c72-133a2356f290,desk lamp
b865a300-0682-4c9d-a7b4-725f8e9e100c,over ear headphones
c259858e-b2e9-4c68-95f8-5251d6605b9a,college textbook
5104c04b-cbaa-409e-af93-b79adbf09765,tennis racket
