query,file,photographer,source_url,licence
hybrid commuter bicycle,data/photo_pool/hybrid-commuter-bicycle/02.jpg,Gavin Anderson,https://www.flickr.com/photos/48292998@N00/5106535749,by-sa 2.0
hybrid commuter bicycle,data/photo_pool/hybrid-commuter-bicycle/03.jpg,Gavin Anderson,https://www.flickr.com/photos/48292998@N00/5107117200,by-sa 2.0
hybrid commuter bicycle,data/photo_pool/hybrid-commuter-bicycle/04.jpg,Gavin Anderson,https://www.flickr.com/photos/48292998@N00/5107156328,by-sa 2.0
hybrid commuter bicycle,data/photo_pool/hybrid-commuter-bicycle/05.jpg,Gavin Anderson,https://www.flickr.com/photos/48292998@N00/5107110348,by-sa 2.0
kick scooter,data/photo_pool/kick-scooter/00.jpg,amira_a,https://www.flickr.com/photos/46646401@N06/10597007134,by 2.0
kick scooter,data/photo_pool/kick-scooter/01.jpg,felixp7,https://www.flickr.com/photos/65673103@N00/15071294336,by-sa 2.0
kick scooter,data/photo_pool/kick-scooter/02.jpg,uclatransportation,https://www.flickr.com/photos/46573365@N07/6186039462,by 2.0
kick scooter,data/photo_pool/kick-scooter/03.jpg,MIKI Yoshihito. (#mikiyoshihito),https://www.flickr.com/photos/7940758@N07/50388897857,by 2.0
kick scooter,data/photo_pool/kick-scooter/04.jpg,MIKI Yoshihito. (#mikiyoshihito),https://www.flickr.com/photos/7940758@N07/50388897987,by 2.0
kitchen blender,data/photo_pool/kitchen-blender/00.jpg,YourCastlesDecor,https://www.flickr.com/photos/101592688@N07/12317651403,by 2.0
kitchen utensils,data/photo_pool/kitchen-utensils/00.jpg,Kathleen Tyler Conklin,https://www.flickr.com/photos/79865753@N00/2060412712,by 2.0
kitchen utensils,data/photo_pool/kitchen-utensils/01.jpg,Image Catalog,https://www.flickr.com/photos/132795455@N08/18392177145,cc0 1.0
kitchen utensils,data/photo_pool/kitchen-utensils/03.jpg,vauvau,https://www.flickr.com/photos/98193606@N00/13399992963,by 2.0
kitchen utensils,data/photo_pool/kitchen-utensils/04.jpg,Jose and Roxanne,https://www.flickr.com/photos/53196116@N00/3349920867,by 2.0
kitchen utensils,data/photo_pool/kitchen-utensils/05.jpg,EraPhernalia Vintage . . . [''playin' hook-y''] ;o,https://www.flickr.com/photos/28510393@N07/2705154475,by-sa 2.0
laptop computer,data/photo_pool/laptop-computer/00.jpg,Image Catalog,https://www.flickr.com/photos/132795455@N08/17652700524,cc0 1.0
laptop computer,data/photo_pool/laptop-computer/01.jpg,Image Catalog,https://www.flickr.com/photos/132795455@N08/17783465600,cc0 1.0
laptop computer,data/photo_pool/laptop-computer/02.jpg,r.nial.bradshaw,https://www.flickr.com/photos/33227787@N05/14229163349,by 2.0
laptop computer,data/photo_pool/laptop-computer/03.jpg,ProFlowers.com,https://www.flickr.com/photos/127365614@N08/16617338118,by 2.0
laptop computer,data/photo_pool/laptop-computer/04.jpg,Wonderlane,https://www.flickr.com/photos/71401718@N00/5866038566,by 2.0
laptop computer,data/photo_pool/laptop-computer/05.jpg,Wonderlane,https://www.flickr.com/photos/71401718@N00/3410024503,by 2.0
mattress bed frame,data/photo_pool/mattress-bed-frame/00.jpg,wizardofozgurl,https://www.flickr.com/photos/18663463@N03/11873117245,by-sa 2.0
mattress bed frame,data/photo_pool/mattress-bed-frame/01.jpg,Bonsoni.com,https://www.flickr.com/photos/56705951@N04/12172494094,by 2.0
mattress bed frame,data/photo_pool/mattress-bed-frame/02.jpg,Alan Stanton,https://www.flickr.com/photos/53921762@N00/2869843337,by-sa 2.0
mattress bed frame,data/photo_pool/mattress-bed-frame/03.jpg,Editor B,https://www.flickr.com/photos/11018968@N00/8000806187,by 2.0
mattress bed frame,data/photo_pool/mattress-bed-frame/04.jpg,qmnonic,https://www.flickr.com/photos/58575431@N00/4135243762,by 2.0
mattress bed frame,data/photo_pool/mattress-bed-frame/05.jpg,Brett L.,https://www.flickr.com/photos/51035767928@N01/2190923920,by-sa 2.0
mattress bedroom,data/photo_pool/mattress-bedroom/00.jpg,shalommama,https://www.flickr.com/photos/77516069@N05/9267770752,by 2.0
mattress bedroom,data/photo_pool/mattress-bedroom/01.jpg,bedzine,https://www.flickr.com/photos/11767340@N00/472933567,by-sa 2.0
mattress bedroom,data/photo_pool/mattress-bedroom/02.jpg,PhotoCo.,https://www.flickr.com/photos/28913916@N02/4748357966,by 2.0
mattress bedroom,data/photo_pool/mattress-bedroom/03.jpg,Muffet,https://www.flickr.com/photos/53133240@N00/282246695,by 2.0
mattress bedroom,data/photo_pool/mattress-bedroom/04.jpg,heatheronhertravels,https://www.flickr.com/photos/22446827@N02/4942419586,by 2.0
mattress bedroom,data/photo_pool/mattress-bedroom/05.jpg,crazytales562,https://www.flickr.com/photos/73798453@N00/2435632355,by 2.0
mechanical keyboard,data/photo_pool/mechanical-keyboard/00.jpg,Nebulant,https://www.flickr.com/photos/47581723@N00/32074239348,by 2.0
mechanical keyboard,data/photo_pool/mechanical-keyboard/01.jpg,Nebulant,https://www.flickr.com/photos/47581723@N00/31006251357,by 2.0
mechanical keyboard,data/photo_pool/mechanical-keyboard/02.jpg,Nebulant,https://www.flickr.com/photos/47581723@N00/45945281791,by 2.0
mechanical keyboard,data/photo_pool/mechanical-keyboard/03.jpg,Nebulant,https://www.flickr.com/photos/47581723@N00/45945247041,by 2.0
mechanical keyboard,data/photo_pool/mechanical-keyboard/04.jpg,Nebulant,https://www.flickr.com/photos/47581723@N00/45033060835,by 2.0
mechanical keyboard,data/photo_pool/mechanical-keyboard/05.jpg,Nebulant,https://www.flickr.com/photos/47581723@N00/44128795190,by 2.0
mens suit,data/photo_pool/mens-suit/00.jpg,Menswear Market,https://www.flickr.com/photos/85546319@N04/9605871772,by 2.0
mens suit,data/photo_pool/mens-suit/01.jpg,Rowan Peter,https://www.flickr.com/photos/58876504@N02/6276326245,by-sa 2.0
mens suit,data/photo_pool/mens-suit/02.jpg,Rowan Peter,https://www.flickr.com/photos/58876504@N02/6276808964,by-sa 2.0
mens suit,data/photo_pool/mens-suit/03.jpg,spratmackrel,https://www.flickr.com/photos/30591976@N05/3976341227,by-sa 2.0
mens suit,data/photo_pool/mens-suit/04.jpg,quinet,https://www.flickr.com/photos/91994044@N00/6221831783,by 2.0
mens suit,data/photo_pool/mens-suit/05.jpg,moorina,https://www.flickr.com/photos/26607014@N06/3103607644,by 2.0
microwave oven,data/photo_pool/microwave-oven/00.jpg,Beige Alert,https://www.flickr.com/photos/53332339@N00/2956659,by-sa 2.0
microwave oven,data/photo_pool/microwave-oven/01.jpg,morebyless,https://www.flickr.com/photos/27121172@N00/3626194621,by 2.0
microwave oven,data/photo_pool/microwave-oven/02.jpg,lordsutch,https://www.flickr.com/photos/87345328@N00/22180730,by-sa 2.0
microwave oven,data/photo_pool/microwave-oven/04.jpg,Oregon State University,https://www.flickr.com/photos/33247428@N08/7841150094,by-sa 2.0
mini fridge,data/photo_pool/mini-fridge/00.jpg,Vox Efx,https://www.flickr.com/photos/39096030@N00/3288191077,by 2.0
mini fridge,data/photo_pool/mini-fridge/01.jpg,thelittleone417,https://www.flickr.com/photos/52394603@N02/16229712683,by-sa 2.0
mini fridge,data/photo_pool/mini-fridge/02.jpg,ressedue,https://www.flickr.com/photos/98471425@N00/3592787152,by 2.0
mini fridge,data/photo_pool/mini-fridge/03.jpg,Wonderlane,https://www.flickr.com/photos/71401718@N00/20537582572,by 2.0
mini fridge,data/photo_pool/mini-fridge/04.jpg,NLT CONSTRUCTION,https://www.flickr.com/photos/130832661@N04/16382795472,by-sa 2.0
mini fridge,data/photo_pool/mini-fridge/05.jpg,Elizabeth/Table4Five,https://www.flickr.com/photos/92382806@N00/2434150442,by 2.0
navy desk chair,data/photo_pool/navy-desk-chair/00.jpg,US Army Africa,https://www.flickr.com/photos/36281822@N08/5394968057,by 2.0
navy desk chair,data/photo_pool/navy-desk-chair/01.jpg,US Army Africa,https://www.flickr.com/photos/36281822@N08/5282703882,by 2.0
navy desk chair,data/photo_pool/navy-desk-chair/02.jpg,US Army Africa,https://www.flickr.com/photos/36281822@N08/5282706122,by 2.0
navy desk chair,data/photo_pool/navy-desk-chair/03.jpg,US Army Africa,https://www.flickr.com/photos/36281822@N08/5395566520,by 2.0
navy desk chair,data/photo_pool/navy-desk-chair/04.jpg,US Army Africa,https://www.flickr.com/photos/36281822@N08/5282705240,by 2.0
navy desk chair,data/photo_pool/navy-desk-chair/05.jpg,hectorir,https://www.flickr.com/photos/30806435@N04/4112600473,by 2.0
navy sofa couch,data/photo_pool/navy-sofa-couch/00.jpg,Alan Stanton,https://www.flickr.com/photos/53921762@N00/5259448190,by-sa 2.0
navy sofa couch,data/photo_pool/navy-sofa-couch/01.jpg,Alan Stanton,https://www.flickr.com/photos/53921762@N00/5382867148,by-sa 2.0
navy sofa couch,data/photo_pool/navy-sofa-couch/02.jpg,Alan Stanton,https://www.flickr.com/photos/53921762@N00/5412090128,by-sa 2.0
navy sofa couch,data/photo_pool/navy-sofa-couch/03.jpg,Alan Stanton,https://www.flickr.com/photos/53921762@N00/5434064662,by-sa 2.0
navy sofa couch,data/photo_pool/navy-sofa-couch/04.jpg,Alan Stanton,https://www.flickr.com/photos/53921762@N00/5152996362,by-sa 2.0
oak desk chair,data/photo_pool/oak-desk-chair/00.jpg,juhansonin,https://www.flickr.com/photos/38869431@N00/3293127156,by 2.0
oak desk chair,data/photo_pool/oak-desk-chair/01.jpg,TheLivingRoominKenmore,https://www.flickr.com/photos/36910487@N07/4189762432,by 2.0
oak desk chair,data/photo_pool/oak-desk-chair/02.jpg,Mirage floors,https://www.flickr.com/photos/74783045@N00/5621505649,by 2.0
oak desk chair,data/photo_pool/oak-desk-chair/03.jpg,nicolas.boullosa,https://www.flickr.com/photos/90802476@N00/6616368371,by 2.0
oak desk chair,data/photo_pool/oak-desk-chair/04.jpg,TheLivingRoominKenmore,https://www.flickr.com/photos/36910487@N07/4054230749,by 2.0
oak desk chair,data/photo_pool/oak-desk-chair/05.jpg,TheLivingRoominKenmore,https://www.flickr.com/photos/36910487@N07/4054977538,by 2.0
oak sofa couch,data/photo_pool/oak-sofa-couch/00.jpg,urbaneapts,https://www.flickr.com/photos/34170343@N02/3184148978,by-sa 2.0
oak sofa couch,data/photo_pool/oak-sofa-couch/01.jpg,urbaneapts,https://www.flickr.com/photos/34170343@N02/3184145172,by-sa 2.0
oak sofa couch,data/photo_pool/oak-sofa-couch/02.jpg,urbaneapts,https://www.flickr.com/photos/34170343@N02/3256783205,by-sa 2.0
oak sofa couch,data/photo_pool/oak-sofa-couch/03.jpg,urbaneapts,https://www.flickr.com/photos/34170343@N02/3183315173,by-sa 2.0
oak sofa couch,data/photo_pool/oak-sofa-couch/04.jpg,urbaneapts,https://www.flickr.com/photos/34170343@N02/3254413157,by-sa 2.0
oak sofa couch,data/photo_pool/oak-sofa-couch/05.jpg,urbaneapts,https://www.flickr.com/photos/34170343@N02/3256823859,by-sa 2.0
oak wooden desk,data/photo_pool/oak-wooden-desk/00.jpg,bittbox,https://www.flickr.com/photos/31124107@N00/3508894316,by 2.0
oak wooden desk,data/photo_pool/oak-wooden-desk/01.jpg,Sharandra,https://www.flickr.com/photos/84564583@N08/7738132588,by 2.0
oak wooden desk,data/photo_pool/oak-wooden-desk/02.jpg,calebkimbrough,https://www.flickr.com/photos/7963424@N08/4703905864,by 2.0
oak wooden desk,data/photo_pool/oak-wooden-desk/03.jpg,Lamerie,https://www.flickr.com/photos/44328604@N00/246690107,by 2.0
oak wooden desk,data/photo_pool/oak-wooden-desk/04.jpg,Filter Forge,https://www.flickr.com/photos/93421824@N06/8508832969,by 2.0
oak wooden desk,data/photo_pool/oak-wooden-desk/05.jpg,Filter Forge,https://www.flickr.com/photos/93421824@N06/8888305854,by 2.0
open textbook desk,data/photo_pool/open-textbook-desk/00.jpg,Skakerman (Archive),https://www.flickr.com/photos/27482959@N08/5437399335,by 2.0
open textbook desk,data/photo_pool/open-textbook-desk/01.jpg,byTranKhoa,https://www.flickr.com/photos/56672136@N03/34917730155,by 2.0
open textbook desk,data/photo_pool/open-textbook-desk/02.jpg,cogdogblog,https://www.flickr.com/photos/37996646802@N01/17715674265,by 2.0
open textbook desk,data/photo_pool/open-textbook-desk/03.jpg,dullhunk,https://www.flickr.com/photos/14829735@N00/3707350326,by 2.0
over ear headphones,data/photo_pool/over-ear-headphones/00.jpg,bradjavernick,https://www.flickr.com/photos/156466858@N02/50304927228,by 2.0
over ear headphones,data/photo_pool/over-ear-headphones/01.jpg,shop8447,https://www.flickr.com/photos/185514373@N06/49062403237,cc0 1.0
over ear headphones,data/photo_pool/over-ear-headphones/02.jpg,Nilo Velez,https://wordpress.org/photos/photo/18766603c1/,cc0 1.0
over ear headphones,data/photo_pool/over-ear-headphones/05.jpg,Yutaka Tsutano,https://www.flickr.com/photos/23208360@N07/4737693376,by 2.0
pile of books study,data/photo_pool/pile-of-books-study/00.jpg,CollegeDegrees360,https://www.flickr.com/photos/83633410@N07/7658051014,by-sa 2.0
pile of books study,data/photo_pool/pile-of-books-study/01.jpg,Thomas Leuthard,https://www.flickr.com/photos/41346951@N05/8597609828,by 2.0
pile of books study,data/photo_pool/pile-of-books-study/02.jpg,jm3,https://www.flickr.com/photos/37996588780@N01/4683685,by-sa 2.0
pile of books study,data/photo_pool/pile-of-books-study/03.jpg,ginnerobot,https://www.flickr.com/photos/78011127@N00/5423565794,by-sa 2.0
pile of books study,data/photo_pool/pile-of-books-study/04.jpg,Horia Varlan,https://www.flickr.com/photos/10361931@N06/4263328317,by 2.0
pile of books study,data/photo_pool/pile-of-books-study/05.jpg,Abee5,https://www.flickr.com/photos/45256566@N04/8314929977,by 2.0
pothos houseplant,data/photo_pool/pothos-houseplant/00.jpg,amandicacom,https://www.flickr.com/photos/23548303@N00/3523063985,by 2.0
pothos houseplant,data/photo_pool/pothos-houseplant/01.jpg,Dinesh Valke,https://www.flickr.com/photos/91314344@N00/405626861,by-sa 2.0
pothos houseplant,data/photo_pool/pothos-houseplant/02.jpg,wallygrom,https://www.flickr.com/photos/33037982@N04/5434085249,by-sa 2.0
pothos houseplant,data/photo_pool/pothos-houseplant/03.jpg,Dinesh Valke,https://www.flickr.com/photos/91314344@N00/312634307,by-sa 2.0
pothos houseplant,data/photo_pool/pothos-houseplant/04.jpg,quinn.anya,https://www.flickr.com/photos/53326337@N00/3226775652,by-sa 2.0
pothos houseplant,data/photo_pool/pothos-houseplant/05.jpg,pmsyyz,https://www.flickr.com/photos/96671942@N00/5696822234,by-sa 2.0
pots and pans cookware,data/photo_pool/pots-and-pans-cookware/00.jpg,Tobyotter,https://www.flickr.com/photos/78428166@N00/5770153468,by 2.0
pots and pans cookware,data/photo_pool/pots-and-pans-cookware/01.jpg,rama-gu,https://www.flickr.com/photos/93175130@N06/8655208201,by 2.0
pots and pans cookware,data/photo_pool/pots-and-pans-cookware/02.jpg,cybrgrl,https://www.flickr.com/photos/84387590@N00/2272836837,by 2.0
pots and pans cookware,data/photo_pool/pots-and-pans-cookware/03.jpg,theilr,https://www.flickr.com/photos/90863480@N00/307278700,by-sa 2.0
pots and pans cookware,data/photo_pool/pots-and-pans-cookware/04.jpg,Sean MacEntee,https://www.flickr.com/photos/18090920@N07/5683156393,by 2.0
pots and pans cookware,data/photo_pool/pots-and-pans-cookware/05.jpg,oskay,https://www.flickr.com/photos/17425845@N00/412424590,by 2.0
pressure cooker instant pot,data/photo_pool/pressure-cooker-instant-pot/00.jpg,goblinbox_(queen_of_ad_hoc_bento),https://www.flickr.com/photos/25977089@N00/27843714783,by 2.0
pressure cooker instant pot,data/photo_pool/pressure-cooker-instant-pot/01.jpg,goblinbox_(queen_of_ad_hoc_bento),https://www.flickr.com/photos/25977089@N00/29581646736,by 2.0
pressure cooker instant pot,data/photo_pool/pressure-cooker-instant-pot/02.jpg,Your Best Digs,https://commons.wikimedia.org/w/index.php?curid=79003608,by 2.0
pressure cooker instant pot,data/photo_pool/pressure-cooker-instant-pot/03.jpg,ajay_suresh,https://www.flickr.com/photos/83136374@N05/49907000991,by 2.0
rain jacket,data/photo_pool/rain-jacket/00.jpg,vanes_hud,https://www.flickr.com/photos/24844796@N02/6989376337,by 2.0
rain jacket,data/photo_pool/rain-jacket/01.jpg,DeltaNewsHub,https://www.flickr.com/photos/142938205@N05/42303197521,by 2.0
rain jacket,data/photo_pool/rain-jacket/02.jpg,Wonderlane,https://www.flickr.com/photos/71401718@N00/15448770059,by 2.0
rain jacket,data/photo_pool/rain-jacket/03.jpg,DeltaNewsHub,https://www.flickr.com/photos/142938205@N05/42215871192,by 2.0
rain jacket,data/photo_pool/rain-jacket/04.jpg,Cowgirlonline,https://www.flickr.com/photos/60161903@N08/5641973673,by 2.0
rain jacket,data/photo_pool/rain-jacket/05.jpg,Cowgirlonline,https://www.flickr.com/photos/60161903@N08/5641990627,by 2.0
resistance bands,data/photo_pool/resistance-bands/00.jpg,eekim,https://www.flickr.com/photos/63669472@N00/11452114374,by 2.0
resistance bands,data/photo_pool/resistance-bands/01.jpg,oddharmonic,https://www.flickr.com/photos/42528087@N00/5435491874,by-sa 2.0
resistance bands,data/photo_pool/resistance-bands/02.jpg,SelmaBearsSoccer,https://www.flickr.com/photos/91140791@N04/10430478846,by 2.0
resistance bands,data/photo_pool/resistance-bands/05.jpg,personaltrainertoronto,https://www.flickr.com/photos/121183998@N08/29951139328,by 2.0
rice cooker,data/photo_pool/rice-cooker/00.jpg,EBKauai,https://www.flickr.com/photos/13470115@N08/5002868307,by 2.0
rice cooker,data/photo_pool/rice-cooker/01.jpg,kalleboo,https://www.flickr.com/photos/82365211@N00/5997801594,by 2.0
rice cooker,data/photo_pool/rice-cooker/02.jpg,alex.shultz,https://www.flickr.com/photos/98288842@N00/40716143,by 2.0
rice cooker,data/photo_pool/rice-cooker/03.jpg,oezguerc,https://www.flickr.com/photos/134691288@N02/20805844085,by 2.0
rice cooker,data/photo_pool/rice-cooker/04.jpg,MIKI Yoshihito. (#mikiyoshihito),https://www.flickr.com/photos/7940758@N07/6998918070,by 2.0
rice cooker,data/photo_pool/rice-cooker/05.jpg,Birdies100,https://www.flickr.com/photos/50113019@N00/4414750483,by-sa 2.0
road bicycle,data/photo_pool/road-bicycle/02.jpg,roland,https://www.flickr.com/photos/35034347371@N01/22694536780,cc0 1.0
rollerblades skates,data/photo_pool/rollerblades-skates/00.jpg,akk_rus,https://www.flickr.com/photos/8414198@N04/15892159042,by 2.0
rollerblades skates,data/photo_pool/rollerblades-skates/01.jpg,Gareth1953 All Right Now,https://www.flickr.com/photos/40837632@N05/36227849124,by 2.0
rollerblades skates,data/photo_pool/rollerblades-skates/02.jpg,gt8073a,https://www.flickr.com/photos/47303198@N08/4675229710,by 2.0
rollerblades skates,data/photo_pool/rollerblades-skates/03.jpg,Prayitno / Thank you for (12 millions +) view,https://www.flickr.com/photos/34128007@N04/7962407548,by 2.0
rollerblades skates,data/photo_pool/rollerblades-skates/04.jpg,barnigomez,https://www.flickr.com/photos/11956470@N02/14524081046,by 2.0
rollerblades skates,data/photo_pool/rollerblades-skates/05.jpg,barnigomez,https://www.flickr.com/photos/11956470@N02/14543811951,by 2.0
shoe rack,data/photo_pool/shoe-rack/00.jpg,Maura McDonnell,https://www.flickr.com/photos/72039316@N00/74405039,by 2.0
shoe rack,data/photo_pool/shoe-rack/01.jpg,Mark.Pilgrim,https://www.flickr.com/photos/41169327@N00/110696323,by-sa 2.0
shoe rack,data/photo_pool/shoe-rack/02.jpg,osde8info,https://www.flickr.com/photos/8764442@N07/8983501801,by-sa 2.0
shoe rack,data/photo_pool/shoe-rack/03.jpg,dollen,https://www.flickr.com/photos/39804614253@N01/16185210446,by 2.0
shoe rack,data/photo_pool/shoe-rack/04.jpg,Mark.Pilgrim,https://www.flickr.com/photos/41169327@N00/110696302,by-sa 2.0
shoe rack,data/photo_pool/shoe-rack/05.jpg,Boston Public Library,https://www.flickr.com/photos/24029425@N06/6985452563,by 2.0
shopping trolley cart,data/photo_pool/shopping-trolley-cart/00.jpg,Matthew Paul Argall,https://www.flickr.com/photos/79157069@N03/18544333164,by 2.0
shopping trolley cart,data/photo_pool/shopping-trolley-cart/01.jpg,2Tales,https://www.flickr.com/photos/30013969@N03/4758878290,by-sa 2.0
shopping trolley cart,data/photo_pool/shopping-trolley-cart/02.jpg,s2art,https://www.flickr.com/photos/97867688@N00/55028682,by-sa 2.0
shopping trolley cart,data/photo_pool/shopping-trolley-cart/03.jpg,Polycart,https://www.flickr.com/photos/42806032@N07/5783407804,by 2.0
shopping trolley cart,data/photo_pool/shopping-trolley-cart/04.jpg,Unhindered by Talent,https://www.flickr.com/photos/26406919@N00/2485100596,by-sa 2.0
shopping trolley cart,data/photo_pool/shopping-trolley-cart/05.jpg,Håkan Dahlström,https://www.flickr.com/photos/93755244@N00/3774973833,by 2.0
ski jacket poles,data/photo_pool/ski-jacket-poles/00.jpg,Ed.ward,https://www.flickr.com/photos/44423341@N00/4008559007,by-sa 2.0
small dining table,data/photo_pool/small-dining-table/01.jpg,HALDANE MARTIN,https://www.flickr.com/photos/52634191@N08/8631197122,by 2.0
small dining table,data/photo_pool/small-dining-table/02.jpg,Erik Anestad,https://www.flickr.com/photos/58541536@N00/8306778397,by 2.0
small dining table,data/photo_pool/small-dining-table/03.jpg,LancerE,https://www.flickr.com/photos/34132829@N07/3758668533,by 2.0
small dining table,data/photo_pool/small-dining-table/04.jpg,Phil Manker,https://www.flickr.com/photos/33820070@N04/3165939568,by 2.0
small dining table,data/photo_pool/small-dining-table/05.jpg,roger4336,https://www.flickr.com/photos/24736216@N07/8122753891,by-sa 2.0
small writing desk,data/photo_pool/small-writing-desk/02.jpg,,https://www.rawpixel.com/image/7464138/photo-image-heart-pattern-furniture,cc0 1.0
small writing desk,data/photo_pool/small-writing-desk/03.jpg,Martin Carlin,https://www.metmuseum.org/art/collection/search/231856,cc0 1.0
small writing desk,data/photo_pool/small-writing-desk/04.jpg,Martin Carlin,https://www.metmuseum.org/art/collection/search/231856,cc0 1.0
small writing desk,data/photo_pool/small-writing-desk/05.jpg,Martin Carlin,https://www.metmuseum.org/art/collection/search/231856,cc0 1.0
sneakers shoes,data/photo_pool/sneakers-shoes/00.jpg,chuckfeder585,https://www.flickr.com/photos/125864073@N04/14370161908,by 2.0
sneakers shoes,data/photo_pool/sneakers-shoes/01.jpg,FreePhoto.cc,https://www.flickr.com/photos/137455566@N08/26273684322,cc0 1.0
sneakers shoes,data/photo_pool/sneakers-shoes/02.jpg,nuevajam,https://www.flickr.com/photos/45775741@N04/10617264756,by 2.0
sneakers shoes,data/photo_pool/sneakers-shoes/03.jpg,▓▒░ TORLEY ░▒▓,https://www.flickr.com/photos/70285332@N00/27254488060,by-sa 2.0
sneakers shoes,data/photo_pool/sneakers-shoes/04.jpg,FreePhoto.cc,https://www.flickr.com/photos/137455566@N08/25984494720,cc0 1.0
sneakers shoes,data/photo_pool/sneakers-shoes/05.jpg,Olu Eletu,https://stocksnap.io/photo/sneakers-shoes-0XLU8VP4UC,cc0 1.0
spiral notebook binder,data/photo_pool/spiral-notebook-binder/00.jpg,Sean MacEntee,https://www.flickr.com/photos/18090920@N07/7118776943,by 2.0
spiral notebook binder,data/photo_pool/spiral-notebook-binder/01.jpg,Silenceofnight,https://www.flickr.com/photos/52508177@N00/1680817782,by 2.0
spiral notebook binder,data/photo_pool/spiral-notebook-binder/02.jpg,Sarah.Marshall,https://www.flickr.com/photos/76295441@N00/8408367443,by 2.0
spiral notebook binder,data/photo_pool/spiral-notebook-binder/03.jpg,Spree2010,https://www.flickr.com/photos/30098694@N02/4960430323,by 2.0
spiral notebook binder,data/photo_pool/spiral-notebook-binder/04.jpg,Spree2010,https://www.flickr.com/photos/30098694@N02/4961028342,by 2.0
spiral notebook binder,data/photo_pool/spiral-notebook-binder/05.jpg,Spree2010,https://www.flickr.com/photos/30098694@N02/4960433593,by 2.0
stack of textbooks,data/photo_pool/stack-of-textbooks/00.jpg,katerha,https://www.flickr.com/photos/8489692@N03/5020407401,by 2.0
stack of textbooks,data/photo_pool/stack-of-textbooks/01.jpg,Horia Varlan,https://www.flickr.com/photos/10361931@N06/4290551550,by 2.0
stack of textbooks,data/photo_pool/stack-of-textbooks/02.jpg,Horia Varlan,https://www.flickr.com/photos/10361931@N06/4268896936,by 2.0
stack of textbooks,data/photo_pool/stack-of-textbooks/03.jpg,Abdulla Al Muhairi,https://www.flickr.com/photos/57866029@N00/2530813524,by 2.0
stack of textbooks,data/photo_pool/stack-of-textbooks/04.jpg,Horia Varlan,https://www.flickr.com/photos/10361931@N06/4263328317,by 2.0
stack of textbooks,data/photo_pool/stack-of-textbooks/05.jpg,shutterhacks,https://www.flickr.com/photos/36768983@N06/4474421855,by 2.0
standing desk office,data/photo_pool/standing-desk-office/00.jpg,juhansonin,https://www.flickr.com/photos/38869431@N00/8682730703,by 2.0
standing desk office,data/photo_pool/standing-desk-office/01.jpg,jepoirrier,https://www.flickr.com/photos/57519914@N00/8206441823,by-sa 2.0
standing desk office,data/photo_pool/standing-desk-office/02.jpg,juhansonin,https://www.flickr.com/photos/38869431@N00/15303974934,by 2.0
standing desk office,data/photo_pool/standing-desk-office/03.jpg,Dave Dugdale,https://www.flickr.com/photos/37387065@N05/4954403678,by-sa 2.0
standing desk office,data/photo_pool/standing-desk-office/04.jpg,Srta.Palabrerío,https://www.flickr.com/photos/20626654@N00/5375703436,by 2.0
standing desk office,data/photo_pool/standing-desk-office/05.jpg,ell brown,https://www.flickr.com/photos/39415781@N06/6061839213,by 2.0
standing floor fan,data/photo_pool/standing-floor-fan/00.jpg,Dave Catchpole,https://www.flickr.com/photos/52957117@N04/7309756768,by 2.0
standing floor fan,data/photo_pool/standing-floor-fan/01.jpg,Dave Catchpole,https://www.flickr.com/photos/52957117@N04/7306701880,by 2.0
standing floor fan,data/photo_pool/standing-floor-fan/02.jpg,Dave Catchpole,https://www.flickr.com/photos/52957117@N04/7309317406,by 2.0
standing floor fan,data/photo_pool/standing-floor-fan/03.jpg,Dave Catchpole,https://www.flickr.com/photos/52957117@N04/7305085510,by 2.0
standing floor fan,data/photo_pool/standing-floor-fan/04.jpg,Dave Catchpole,https://www.flickr.com/photos/52957117@N04/7325945552,by 2.0
standing floor fan,data/photo_pool/standing-floor-fan/05.jpg,Dave Catchpole,https://www.flickr.com/photos/52957117@N04/7309759110,by 2.0
tablet device,data/photo_pool/tablet-device/00.jpg,Qole Tech,https://www.flickr.com/photos/22764998@N08/5756358063,by 2.0
tablet device,data/photo_pool/tablet-device/01.jpg,servantofchaos,https://www.flickr.com/photos/92996181@N00/8292005093,by-sa 2.0
tablet device,data/photo_pool/tablet-device/02.jpg,Michael Greto,https://www.thingiverse.com/thing:2977946,cc0 1.0
tablet device,data/photo_pool/tablet-device/03.jpg,Michael Greto,https://www.thingiverse.com/thing:2977946,cc0 1.0
tablet device,data/photo_pool/tablet-device/04.jpg,Michael Greto,https://www.thingiverse.com/thing:2977946,cc0 1.0
tablet device,data/photo_pool/tablet-device/05.jpg,Michael Greto,https://www.thingiverse.com/thing:2977946,cc0 1.0
tennis racket,data/photo_pool/tennis-racket/00.jpg,CORE-Materials,https://www.flickr.com/photos/41639353@N08/4370537412,by 2.0
tennis racket,data/photo_pool/tennis-racket/01.jpg,CORE-Materials,https://www.flickr.com/photos/41639353@N08/4369788825,by 2.0
tennis racket,data/photo_pool/tennis-racket/02.jpg,CORE-Materials,https://www.flickr.com/photos/41639353@N08/4370537480,by 2.0
tennis racket,data/photo_pool/tennis-racket/04.jpg,simpleinsomnia,https://www.flickr.com/photos/95329455@N02/11804324186,by 2.0
tennis racket,data/photo_pool/tennis-racket/05.jpg,hannahblu59,https://www.flickr.com/photos/30948681@N08/2915713514,by 2.0
