id,seller_id,source,title,description,category,subcategory,condition,price_cents,is_free,is_negotiable,zip_code,status,view_count,save_count,enquiry_count,external_url,posted_at,sold_at,buyer_id,sold_price_cents
6df2bc49-30f5-44df-bfa6-d5eabda16ed2,ff34dee7-a247-40d7-b920-a3d2e7a536c2,internal,"IPad 9th gen, wifi","Barely touched — I moved into a furnished place two weeks later. Upgraded to a bigger one and have no room for both. Pickup only, 3rd floor with an elevator — I can help carry it down to the street. Can send more photos of any detail you want to see.",electronics,,like_new,24000,false,false,10030,sold,111,16,3,,2025-06-12T08:59:26+00:00,2025-06-19T14:46:33+00:00,,24000
08f7ca75-a6c5-4974-ab16-83a27835e306,a83115e6-95d7-4710-8785-ad490862eb1d,internal,"IKEA HEMNES bed frame, queen","Used for two semesters and it has held up well. Nothing broken, a bit of normal wear. Upgraded to a bigger one and have no room for both. Easy pickup near 116th & Broadway, evenings and weekends work best.",furniture,beds_mattresses,used_good,0,true,false,11217,active,76,5,1,,2025-06-13T16:47:28+00:00,,,
f4ef061d-65d9-4d85-ae4f-5658969c184e,2e33ff49-a484-4f82-95d2-dc4216703bb3,internal,"Memory foam mattress topper, queen","Solid, no wobble — one small scuff on the back left that you cannot see once it is against a wall. Bought it for a sublet that ended early. Cash or Venmo. I can meet near campus any afternoon. Open to a small discount if you take it today.",furniture,beds_mattresses,used_good,3500,false,true,10027,active,15,0,0,,2025-06-14T05:57:20+00:00,,,
755caa5d-6349-4ecf-baf6-a907523657b6,6695a266-c3cd-43a7-a7fb-fcac77328615,internal,Logitech mouse + desk mat,"Well used and it shows — a few dents and one sticky drawer, but it does its job. Upgraded to a bigger one and have no room for both. Pickup only, 3rd floor with an elevator — I can help carry it down to the street. Original box and instructions included.",electronics,,used_fair,4500,false,false,10027,draft,0,0,0,,2025-06-14T09:10:42+00:00,,,
b777a03a-851e-4d86-9bad-687925c503c5,0d63423b-88a8-461b-94f4-e18357eba2f3,internal,"Surface Laptop 4, 8GB/256GB","Used for two semesters and it has held up well. Nothing broken, a bit of normal wear. I am graduating in May and everything has to go before I move out. Collect from the Columbia gates; message me and we will find a time.",electronics,,used_good,32000,false,false,10031,sold,8,2,1,,2025-06-14T09:47:23+00:00,2025-06-25T05:16:56+00:00,26d61dc5-0b03-4c16-8a64-7afeba92fecb,30700
3333f1e5-5be4-4c6c-97ea-5d430c0514e9,f91ff251-1181-4bdc-acdc-09ddd07c0f6b,internal,Yoga mat + blocks,"Everything works. A couple of light marks from moving, nothing structural. I am graduating in May and everything has to go before I move out. Easy pickup near 116th & Broadway, evenings and weekends work best.",sports,,used_good,2500,false,false,10027,active,21,4,0,,2025-06-15T02:02:08+00:00,,,
d5ebe77f-ef60-460e-a06e-f8d466941e3c,3b30a6e4-3c57-4bbd-9b03-022e7facb880,internal,"Loveseat sofa, navy","Good condition overall — some honest wear, but nothing that affects using it. Finished the course, so I no longer need it. Cash or Venmo. I can meet near the Columbia gates any afternoon.",furniture,sofas_tables,used_good,31000,false,true,10027,active,32,3,1,,2025-06-15T12:52:52+00:00,,,
462a00bb-b8b7-4a52-9795-84151dab7685,2e23fd62-664f-4904-93b9-98484374da38,internal,Anker power strip + USB-C hub,"Genuinely like new. No marks, everything works exactly as it should. Heading back home after this semester and cannot take it with me. Cash or Venmo. I can meet near the Columbia gates any afternoon. Open to a small discount if you take it today.",electronics,,like_new,5500,false,true,11106,sold,5,0,1,,2025-06-17T23:42:05+00:00,2025-06-23T10:25:34+00:00,1df596d4-a79f-4572-9306-495047dbf75e,5500
95d46042-6c04-46f5-b425-8a2ba77dea52,6236d33d-7b57-486d-81e8-a247d50fa2a4,internal,Moving boxes — free to a good home,"Everything works. A couple of light marks from moving, nothing structural. Upgraded to a bigger one and have no room for both. Cash or Venmo. I can meet near Morningside Heights any afternoon.",free_stuff,,used_good,0,true,false,11217,active,39,4,0,,2025-06-18T06:16:29+00:00,,,
9b595606-e5f6-444c-b3e3-6bd16e8628f7,b000127a-7ff3-4aba-9f9f-56872787d1ed,internal,"Ski jacket and poles, size XS","Solid, no wobble — one small scuff on the back left that you cannot see once it is against a wall. Moving to a smaller place at the end of the month, so it needs a new home. Pickup only, 3rd floor with an elevator — I can help carry it down to the street.",sports,,used_good,10000,false,false,10044,sold,3,1,0,,2025-06-18T12:10:16+00:00,2025-06-23T00:53:32+00:00,,10000
f99d603c-b9a9-416a-977b-3edabbe05e81,ba4e0520-1425-44b4-ba42-764ccd9799f7,internal,Air purifier + spare filter,"Solid, no wobble — one small scuff on the back left that you cannot see once it is against a wall. Upgraded to a bigger one and have no room for both. Easy pickup near campus, evenings and weekends work best. Original box and instructions included.",kitchen_home,,used_good,4000,false,false,10027,active,67,3,1,,2025-06-18T15:36:11+00:00,,,
c988a786-a97d-4521-987b-d4459cbe2e2c,51dac652-9517-4e31-b9c9-905c3968e085,internal,"Winter boots, size L, waterproof","Genuinely like new. No marks, everything works exactly as it should. Upgraded to a bigger one and have no room for both. Easy pickup near Amsterdam Ave, evenings and weekends work best. Open to a small discount if you take it today.",clothing,,like_new,6500,false,false,10021,active,19,2,0,,2025-06-19T01:33:30+00:00,,,
e26a46b3-dd63-45df-9810-2130fbbdd0d2,bc9cbd74-f51e-47e9-ba77-1f2c017e9cca,internal,"North Face puffer, size M","Solid, no wobble — one small scuff on the back left that you cannot see once it is against a wall. Heading back home after this semester and cannot take it with me. Easy pickup near 116th & Broadway, evenings and weekends work best. Open to a small discount if you take it today.",clothing,,used_good,8000,false,false,07310,sold,1,1,1,,2025-06-19T07:07:01+00:00,2025-06-22T17:56:42+00:00,ff34dee7-a247-40d7-b920-a3d2e7a536c2,8000
48493aed-b653-44e3-a211-b3dba941f17a,ba4e0520-1425-44b4-ba42-764ccd9799f7,internal,Machine Learning (Wiley) 5th ed.,"Well used and it shows — a few dents and one sticky drawer, but it does its job. Upgraded to a bigger one and have no room for both. Pickup only, 3rd floor with an elevator — I can help carry it down to the street. Original box and instructions included.",textbooks,,used_fair,1700,false,false,10027,active,273,34,4,,2025-06-20T20:04:10+00:00,,,
dd0f92d9-1f3c-461b-98f9-7058835a8135,b000127a-7ff3-4aba-9f9f-56872787d1ed,internal,"Small writing desk, oak",Barely touched — I moved into a furnished place two weeks later. Bought it for a sublet that ended early. Cash or Venmo. I can meet near Morningside Heights any afternoon.,furniture,desks,like_new,5500,false,true,10044,sold,8,1,0,,2025-06-22T06:24:35+00:00,2025-06-22T18:25:33+00:00,,5500
b0d31a09-60e3-4664-87ea-90bd0856b9e0,1f5c9368-f634-4128-84d2-ef868162ba53,internal,Epidemiology 8th ed. + solutions manual,"Barely touched — I moved into a furnished place two weeks later. Heading back home after this semester and cannot take it with me. Pickup only, 3rd floor with an elevator — I can help carry it down to the street. I will throw in the matching lamp for free.",textbooks,,like_new,9000,false,true,10023,active,66,4,0,,2025-06-22T13:03:50+00:00,,,
4c61ea7e-3b50-4ac2-a7e2-34787dccd6d7,e19797db-e29f-48c3-a7bc-6f3ee4494c8c,internal,"3-drawer dresser, white",,furniture,storage_shelving,used_good,5500,false,false,10027,sold,16,2,0,,2025-06-22T22:28:03+00:00,2025-06-23T21:42:10+00:00,,5500
3aca32e4-73f7-4193-b76c-30599bf9c4ef,ba4e0520-1425-44b4-ba42-764ccd9799f7,internal,"Data Structures reader, spiral bound","Brand new, still sealed — I ordered the wrong size and the return window closed. Heading back home after this semester and cannot take it with me. Collect from campus; message me and we will find a time.",textbooks,,new,3000,false,false,10027,sold,5,0,1,,2025-06-23T03:56:44+00:00,2025-06-30T20:46:14+00:00,501e8ce4-ec88-49ee-8091-df9797903b55,2900
852cc56b-9a13-405b-8211-d5b0301305bf,1ce85b38-45d8-4fc2-a23d-d01ad37ee8fb,internal,Twin XL mattress + metal frame,,furniture,beds_mattresses,used_good,6000,false,false,10027,reserved,221,22,5,,2025-06-25T04:22:19+00:00,,,
f13f76c9-6dde-4a3c-9f74-809ad10c5458,9f74975f-3000-4ef2-b2a2-1cdac8513b60,internal,"Rollerblades, US 9",,sports,,used_good,4500,false,false,10075,sold,20,3,1,,2025-06-25T17:08:46+00:00,2025-07-08T02:39:13+00:00,b000127a-7ff3-4aba-9f9f-56872787d1ed,4500
acae4a34-9138-45dc-b95e-bbb711e45215,742f60c2-2f3a-4c03-86e2-e6b289299c40,internal,"Rain jacket, size XS",,clothing,,used_good,6000,false,false,10026,active,19,2,0,,2025-06-26T20:14:22+00:00,,,
4afb05ef-80c0-459a-bc81-003ea39a9388,2e23fd62-664f-4904-93b9-98484374da38,internal,"Pair of dining chairs, oak",Barely touched — I moved into a furnished place two weeks later. Bought it for a sublet that ended early. Cash or Venmo. I can meet near campus any afternoon.,furniture,chairs,like_new,6500,false,false,11106,active,69,8,2,,2025-06-27T01:14:59+00:00,,,
6f8d330a-8813-44f5-ac60-799ae3b2b769,c6fd42f0-6060-47cf-a8e8-e24dcaee7d26,internal,"Shoe rack, collect this week","Everything works. A couple of light marks from moving, nothing structural. Upgraded to a bigger one and have no room for both. Pickup only, 3rd floor with an elevator — I can help carry it down to the street.",free_stuff,,used_good,0,true,false,10030,active,456,36,3,,2025-06-28T02:06:56+00:00,,,
37ae54f7-af5e-412a-8f40-4de20659641b,9f74975f-3000-4ef2-b2a2-1cdac8513b60,internal,"Blundstone 550, US 9","Genuinely like new. No marks, everything works exactly as it should. Bought it for a sublet that ended early. Pickup only, 3rd floor with an elevator — I can help carry it down to the street.",clothing,,like_new,9500,false,true,10075,active,156,18,4,,2025-06-28T07:21:15+00:00,,,
8b306922-5983-4e72-b154-6e3d6f1bcddd,b3a594ad-c0b2-4c4f-9c16-36e5268f731d,internal,"Mechanical keyboard, grey","Unopened, tags still on. Bought two by mistake. Heading back home after this semester and cannot take it with me. Happy to hold it for a day if you need to arrange a car.",electronics,,new,9000,false,false,10025,active,218,17,2,,2025-06-28T19:31:22+00:00,,,
1368b545-920d-4f13-b2fd-1c3986520b09,17bc3a75-830c-41bc-b847-8447593a7d03,internal,"Winter boots, size L, waterproof","Fair condition, priced to reflect it. Works fine, looks lived in. Moving to a smaller place at the end of the month, so it needs a new home. Happy to hold it for a day if you need to arrange a car. Open to a small discount if you take it today.",clothing,,used_fair,5500,false,false,10025,active,35,2,0,,2025-06-28T22:33:24+00:00,,,
0ed8013f-9fa8-4801-bfb0-54ef1d004c64,b7fef60e-e709-4148-b2be-091d4a9dc1a5,internal,"Desk lamp, collect this week","Fair condition, priced to reflect it. Works fine, looks lived in. Bought it for a sublet that ended early. Happy to hold it for a day if you need to arrange a car.",free_stuff,,used_fair,0,true,false,10031,sold,32,3,1,,2025-06-29T16:18:25+00:00,2025-07-08T02:43:32+00:00,ec6a23be-ddf8-411b-a001-feea58a50c51,0
41f8b160-15eb-41fe-a16f-01d936094246,632a3efa-008f-4d2e-9fa6-0a2e1c332a14,internal,"IKEA BILLY shelf unit, white","Genuinely like new. No marks, everything works exactly as it should. Bought it for a sublet that ended early. Pickup only, 3rd floor with an elevator — I can help carry it down to the street. Open to a small discount if you take it today.",furniture,storage_shelving,like_new,4500,false,false,10027,active,250,23,4,,2025-06-29T18:49:30+00:00,,,
4d64a28c-8349-4e1a-9242-4ebd8505d4c5,3ae23a73-75a2-49e9-b24e-8c3459016993,internal,"Bike lock, lights and helmet bundle","Good condition overall — some honest wear, but nothing that affects using it. I am graduating in May and everything has to go before I move out. Collect from campus; message me and we will find a time.",bikes_transport,,used_good,6500,false,true,10037,active,74,7,1,,2025-06-30T10:39:01+00:00,,,
456639d9-b18e-4ab0-aabf-917306b478a4,9f74975f-3000-4ef2-b2a2-1cdac8513b60,internal,Xiaomi M365 electric scooter,"Fair condition, priced to reflect it. Works fine, looks lived in. Bought it for a sublet that ended early. Easy pickup near Morningside Heights, evenings and weekends work best. Original box and instructions included.",bikes_transport,,used_fair,9500,false,true,10075,reserved,133,8,0,,2025-06-30T12:08:36+00:00,,,
90c29ca4-3f07-4856-b8f8-473f87dbdc52,b9468cb9-ed1b-40fe-a021-2f6da1f2925d,internal,"Small writing desk, birch","Genuinely like new. No marks, everything works exactly as it should. I am graduating in May and everything has to go before I move out. Easy pickup near campus, evenings and weekends work best.",furniture,desks,like_new,6500,false,true,10031,sold,3,3,1,,2025-06-30T22:28:20+00:00,2025-07-05T04:29:53+00:00,8ca12932-1c6f-4ce8-b5ac-da66575fd911,6500
d7223262-f15c-4044-ba9d-194999c573e5,e19797db-e29f-48c3-a7bc-6f3ee4494c8c,internal,"Winter boots, size XS, waterproof","Good condition overall — some honest wear, but nothing that affects using it. I am graduating in May and everything has to go before I move out. Happy to hold it for a day if you need to arrange a car.",clothing,,used_good,4000,false,false,10027,active,90,9,1,,2025-07-01T09:17:52+00:00,,,
0942c23b-36b2-44e0-9830-713186e05348,2709bb2d-e639-44c0-920f-80a9f4c4955e,internal,Spalding basketball,"Brand new, still sealed — I ordered the wrong size and the return window closed. Upgraded to a bigger one and have no room for both. Pickup only, 3rd floor with an elevator — I can help carry it down to the street. I will throw in the matching lamp for free.",sports,,new,4000,false,true,10027,active,137,18,5,,2025-07-01T10:43:14+00:00,,,
95882d31-07ad-4f1b-88af-7a363230a2f2,27de1447-4949-4ba1-94da-511dcf33e97a,internal,"Linear Algebra reader, spiral bound","Brand new, still sealed — I ordered the wrong size and the return window closed. Moving to a smaller place at the end of the month, so it needs a new home. Collect from 116th & Broadway; message me and we will find a time.",textbooks,,new,5000,false,true,10025,active,127,11,2,,2025-07-04T01:05:50+00:00,,,
612e180a-2212-4a08-8850-78c54a163aed,19dfffd3-69fe-4589-9939-0de48e436817,internal,Bike rack and floor pump,"Solid, no wobble — one small scuff on the back left that you cannot see once it is against a wall. Upgraded to a bigger one and have no room for both. Pickup only, 3rd floor with an elevator — I can help carry it down to the street.",bikes_transport,,used_good,3000,false,false,10027,active,108,4,0,,2025-07-04T17:05:28+00:00,,,
001eacb7-bc39-46b4-a6d5-509451a62b63,ba4e0520-1425-44b4-ba42-764ccd9799f7,internal,Curtain rod set — free to a good home,"Good condition overall — some honest wear, but nothing that affects using it. Bought it for a sublet that ended early. Cash or Venmo. I can meet near campus any afternoon.",free_stuff,,used_good,0,true,false,10027,sold,29,0,1,,2025-07-07T09:56:28+00:00,2025-07-15T18:28:27+00:00,5ab1b529-4f5e-42a1-8f82-f88bad579d46,0
1f4f844f-8920-4d68-8ce6-87756f52cb23,9683d7cb-c320-48ab-b91d-373a4a32cc44,internal,Machine Learning (Norton) 8th ed.,"Never used. Bought it in September and it has sat in the box since. Finished the course, so I no longer need it. Cash or Venmo. I can meet near Morningside Heights any afternoon.",textbooks,,new,8500,false,false,10027,sold,9,1,1,,2025-07-07T22:48:23+00:00,2025-07-12T01:49:35+00:00,e33923d4-ae33-4f20-93b4-4927825fa9f9,8500
c0a51e39-5e45-4d22-80bd-4965474103c5,1ce85b38-45d8-4fc2-a23d-d01ad37ee8fb,internal,Corporate Finance 9th ed. + solutions manual,"Solid, no wobble — one small scuff on the back left that you cannot see once it is against a wall. Moving to a smaller place at the end of the month, so it needs a new home. Happy to hold it for a day if you need to arrange a car.",textbooks,,used_good,3000,false,true,10027,sold,10,1,1,,2025-07-08T04:10:43+00:00,2025-07-13T22:11:42+00:00,7d2e833a-8242-43a6-93ca-e79df0b2cd59,3000
c371c5ca-69f5-47f8-b2fc-5faa68061d9e,4366727f-cad9-45ec-ac07-3b7e024b94a1,internal,"Desk lamp, white, dimmable","Everything works. A couple of light marks from moving, nothing structural. I am graduating in May and everything has to go before I move out. Happy to hold it for a day if you need to arrange a car.",kitchen_home,,used_good,1800,false,true,10027,draft,0,0,0,,2025-07-08T07:15:54+00:00,,,
93c04f5a-b479-426e-ae1a-d1fd8e8c9e0b,26d61dc5-0b03-4c16-8a64-7afeba92fecb,internal,"Dell 24"" monitor + stand","Barely touched — I moved into a furnished place two weeks later. Upgraded to a bigger one and have no room for both. Easy pickup near campus, evenings and weekends work best. Can send more photos of any detail you want to see.",electronics,,like_new,26000,false,true,10031,sold,3,0,1,,2025-07-08T07:18:58+00:00,2025-07-10T09:08:27+00:00,3e7caac0-1ca6-4783-9a3e-0aec999045f7,25000
7228aeb1-0c7a-4d3c-9f40-73b4470e41e5,09df0479-c184-43eb-84fc-57806ea9743a,internal,"Weight bench, folding","Barely touched — I moved into a furnished place two weeks later. Moving to a smaller place at the end of the month, so it needs a new home. Cash or Venmo. I can meet near Morningside Heights any afternoon. Can send more photos of any detail you want to see.",sports,,like_new,17000,false,true,10025,active,140,15,4,,2025-07-10T21:30:07+00:00,,,
3b75bf9b-df8c-47be-8138-1b969d8481e8,443b392f-72a1-4279-ae51-a849f1fedfff,internal,"Desk lamp, walnut, dimmable",,kitchen_home,,like_new,0,true,false,10025,active,224,19,3,,2025-07-11T10:45:41+00:00,,,
9ac2fa96-0080-40bf-81dd-06ea52b8f2ed,4cf59a7d-3daf-44fe-8e86-aa4389b82fc0,internal,Epidemiology — full course bundle,"Solid, no wobble — one small scuff on the back left that you cannot see once it is against a wall. Finished the course, so I no longer need it. Happy to hold it for a day if you need to arrange a car.",textbooks,,used_good,4500,false,false,11106,active,95,5,1,,2025-07-11T12:45:36+00:00,,,
8a46054d-9813-4f3e-99b3-fa9cec2033d3,7357e086-3d97-4c00-bd2a-662d18d0abec,internal,"Cast iron skillet, seasoned","Solid, no wobble — one small scuff on the back left that you cannot see once it is against a wall. Bought it for a sublet that ended early. Pickup only, 3rd floor with an elevator — I can help carry it down to the street. Original box and instructions included.",kitchen_home,,used_good,2000,false,false,10025,reserved,81,9,0,,2025-07-11T15:09:17+00:00,,,
9da1335d-3e20-4a38-ad85-d0c415a77516,0581305f-6e14-482c-94be-e2a7bab71968,internal,Statistical Inference (Pearson) international ed.,"Fair condition, priced to reflect it. Works fine, looks lived in. Heading back home after this semester and cannot take it with me. Happy to hold it for a day if you need to arrange a car.",textbooks,,used_fair,1400,false,false,07310,active,16,1,0,,2025-07-11T15:48:36+00:00,,,
4701d6c8-e20c-4712-afac-19c03aeea641,37390ee9-6f2d-4d2e-b299-70e58443cd04,internal,Xiaomi M365 electric scooter,"Solid, no wobble — one small scuff on the back left that you cannot see once it is against a wall. Finished the course, so I no longer need it. Pickup only, 3rd floor with an elevator — I can help carry it down to the street. Original box and instructions included.",bikes_transport,,used_good,30000,false,false,10029,reserved,83,8,1,,2025-07-13T12:25:08+00:00,,,
d2653b32-ffd9-4ab1-a61f-7dc88da7c682,85a05a4b-ce52-43cf-8433-02a2cad529e1,internal,Data Structures — full course bundle,"Barely touched — I moved into a furnished place two weeks later. Finished the course, so I no longer need it. Collect from Amsterdam Ave; message me and we will find a time.",textbooks,,like_new,6000,false,false,10027,active,100,6,2,,2025-07-14T04:41:59+00:00,,,
81e2fc0d-79a4-41fc-8e8e-9157f200902d,99d52a61-bee5-4684-9df6-159e47cc27be,internal,Anker power strip + USB-C hub,,electronics,,new,6000,false,true,10027,sold,10,1,0,,2025-07-15T08:22:37+00:00,2025-07-20T13:55:34+00:00,,6000
7c4a1286-62e2-49cb-b6ec-3e8c52c55bcf,054fe171-2aa2-4064-be59-369e103477d7,internal,Machine Learning (McGraw-Hill) 12th ed.,"Everything works. A couple of light marks from moving, nothing structural. Upgraded to a bigger one and have no room for both. Collect from 116th & Broadway; message me and we will find a time. Open to a small discount if you take it today.",textbooks,,used_good,6500,false,true,10031,active,32,3,0,,2025-07-16T09:40:58+00:00,,,
d4c55cb5-c01f-49e2-ac6c-22878a3bafed,b2ebd1c7-416b-4645-a522-88f29c4fd3fa,internal,"Nike Air Force 1, US 9","Well used and it shows — a few dents and one sticky drawer, but it does its job. Upgraded to a bigger one and have no room for both. Pickup only, 3rd floor with an elevator — I can help carry it down to the street.",clothing,,used_fair,5500,false,true,10025,active,28,4,0,,2025-07-18T04:16:06+00:00,,,
ca98843e-874d-4c6c-ba08-737d43a6437d,8655633c-8b61-41b6-8e06-e79ce464e099,internal,Xiaomi M365 electric scooter,"Well used and it shows — a few dents and one sticky drawer, but it does its job. Moving to a smaller place at the end of the month, so it needs a new home. Cash or Venmo. I can meet near Morningside Heights any afternoon. Can send more photos of any detail you want to see.",bikes_transport,,used_fair,6000,false,true,10025,active,54,6,1,,2025-07-18T09:05:44+00:00,,,
9fa7baa7-34f8-4b34-b256-3b952cb2218f,fba653f1-56a1-4e32-b3a6-1205a8a2e461,internal,Wool scarf and glove set,"Barely touched — I moved into a furnished place two weeks later. Heading back home after this semester and cannot take it with me. Pickup only, 3rd floor with an elevator — I can help carry it down to the street.",clothing,,like_new,3500,false,false,10025,sold,11,0,1,,2025-07-19T00:01:00+00:00,2025-07-21T14:01:16+00:00,f3f35b1f-6722-4fb3-9c50-39c6796b2515,3500
f255d149-84e3-4673-a7a0-f4d1bdaaefbf,d34b2b4a-bc0b-4ffd-83db-00f5cc6c937f,internal,"Standing desk, electric, 160×80","Good condition overall — some honest wear, but nothing that affects using it. Finished the course, so I no longer need it. Easy pickup near the Columbia gates, evenings and weekends work best. I will throw in the matching lamp for free.",furniture,desks,used_good,10000,false,true,10027,sold,4,0,1,,2025-07-19T04:28:46+00:00,2025-07-23T23:51:46+00:00,62d505af-b1ab-402a-b8ac-bf03c359aea7,10000
c0ebfb07-a7ea-481a-b016-77b600ba8fea,659f0acc-033d-4e42-acb5-b569fa69a743,internal,Instant Pot Duo 6qt,"Genuinely like new. No marks, everything works exactly as it should. I am graduating in May and everything has to go before I move out. Pickup only, 3rd floor with an elevator — I can help carry it down to the street.",kitchen_home,,like_new,11000,false,false,10027,sold,98,11,1,,2025-07-19T15:00:06+00:00,2025-08-13T20:45:04+00:00,,11000
33bf1f9f-da60-4d8a-8a3e-aee009f6cef9,484b4933-21fa-4a46-904b-33017ff3857f,internal,"IKEA MARKUS, size B","Genuinely like new. No marks, everything works exactly as it should. I am graduating in May and everything has to go before I move out. Pickup only, 3rd floor with an elevator — I can help carry it down to the street.",furniture,chairs,like_new,40000,false,true,10031,sold,10,1,1,,2025-07-19T23:16:11+00:00,2025-07-22T05:55:18+00:00,f3f35b1f-6722-4fb3-9c50-39c6796b2515,40000
be1b1176-683b-4b3a-b98e-a062edd756e5,75fb3cc3-3a13-475e-9146-fa6c2c28ad75,internal,Financial Accounting international ed. + solutions manual,"Good condition overall — some honest wear, but nothing that affects using it. Moving to a smaller place at the end of the month, so it needs a new home. Pickup only, 3rd floor with an elevator — I can help carry it down to the street.",textbooks,,used_good,3500,false,true,10027,active,39,5,1,,2025-07-20T11:26:27+00:00,,,
c7e289ae-e471-405c-ab88-e4b59eb902d3,3e1135b6-a11d-4440-9839-7607ab0df809,internal,"Cuckoo 6-cup rice cooker, barely used","Everything works. A couple of light marks from moving, nothing structural. I am graduating in May and everything has to go before I move out. Pickup only, 3rd floor with an elevator — I can help carry it down to the street.",kitchen_home,,used_good,4500,false,true,11102,active,17,1,0,,2025-07-20T19:43:37+00:00,,,
fe850c57-ee34-4115-8595-a0a3967c8f51,2709bb2d-e639-44c0-920f-80a9f4c4955e,internal,Statistical Inference (Cengage) 6th ed.,,textbooks,,used_good,4500,false,true,10027,active,95,11,0,,2025-07-21T22:37:56+00:00,,,
8b4e1977-7a48-4726-81c5-3ef4f4ae7f12,d97c38cc-0971-42dd-869d-988ad7864fdb,internal,"Desk lamp, white, dimmable","Good condition overall — some honest wear, but nothing that affects using it. Bought it for a sublet that ended early. Easy pickup near the Columbia gates, evenings and weekends work best.",kitchen_home,,used_good,1800,false,false,10025,active,44,3,1,,2025-07-22T11:41:18+00:00,,,
3de88bef-6307-4169-b900-1858561e0e55,32a7fe23-fa7e-4905-9afd-b6639736963d,internal,Beats Studio3 headphones,"Unopened, tags still on. Bought two by mistake. Upgraded to a bigger one and have no room for both. Collect from 116th & Broadway; message me and we will find a time. I will throw in the matching lamp for free.",electronics,,new,13000,false,false,10027,active,48,5,0,,2025-07-22T21:57:55+00:00,,,
6a1992a1-a7e5-427a-ba15-0fdef081d619,1e35bc63-b9b9-4dc0-bbca-ba32d6a1676f,internal,"Memory foam mattress topper, queen","Good condition overall — some honest wear, but nothing that affects using it. Upgraded to a bigger one and have no room for both. Cash or Venmo. I can meet near the Columbia gates any afternoon.",furniture,beds_mattresses,used_good,6500,false,true,10037,active,14,0,0,,2025-07-23T04:25:12+00:00,,,
db96c943-47f9-4ff4-b4df-5c51d40b1169,f91ff251-1181-4bdc-acdc-09ddd07c0f6b,internal,"Bike lock, lights and helmet bundle","Solid, no wobble — one small scuff on the back left that you cannot see once it is against a wall. Finished the course, so I no longer need it. Pickup only, 3rd floor with an elevator — I can help carry it down to the street.",bikes_transport,,used_good,5000,false,true,10027,active,49,5,1,,2025-07-23T04:44:51+00:00,,,
317fbe38-7838-46cc-9903-70fd1f800369,34441c15-0467-4b92-b3ab-8deb1054c830,internal,10-piece pot and pan set,"Solid, no wobble — one small scuff on the back left that you cannot see once it is against a wall. I am graduating in May and everything has to go before I move out. Pickup only, 3rd floor with an elevator — I can help carry it down to the street. Original box and instructions included.",kitchen_home,,used_good,3000,false,true,10031,active,49,6,0,,2025-07-24T18:15:23+00:00,,,
376f2cb7-2047-465d-b7b1-61b30cf06dab,536e9f2a-3aad-4928-9766-ddb2f2ce04bb,internal,Set of 4 mugs and 4 glasses,"Barely touched — I moved into a furnished place two weeks later. Heading back home after this semester and cannot take it with me. Pickup only, 3rd floor with an elevator — I can help carry it down to the street. Original box and instructions included.",kitchen_home,,like_new,1800,false,false,10025,active,55,5,0,,2025-07-27T09:30:14+00:00,,,
804e686c-d6cb-4680-80ec-4690134cab96,3b30a6e4-3c57-4bbd-9b03-022e7facb880,internal,Instant Pot Duo 6qt,,kitchen_home,,used_good,8500,false,false,10027,active,183,23,3,,2025-07-28T05:11:52+00:00,,,
19a21389-b6b0-4060-96e5-38615899a41e,1738f94b-1c67-4612-9cd8-819ca50c35e3,internal,"IKEA MARKUS, size B",Used it for about a month and it looks the same as the day I got it. Heading back home after this semester and cannot take it with me. Happy to hold it for a day if you need to arrange a car.,furniture,chairs,like_new,10000,false,false,10040,active,55,3,0,,2025-07-28T18:03:19+00:00,,,
ddf1249b-bd57-4ec8-a76f-d72bb6009b6a,85a05a4b-ce52-43cf-8433-02a2cad529e1,internal,"Blundstone 550, US 9","Some visible wear and a small chip on one corner. Happy to send more photos. Moving to a smaller place at the end of the month, so it needs a new home. Happy to hold it for a day if you need to arrange a car.",clothing,,used_fair,6500,false,false,10027,sold,15,3,1,,2025-07-28T23:48:14+00:00,2025-08-10T10:22:14+00:00,d1069292-d635-44f8-8c01-1494891ae61f,6500
8a24ccb2-9f70-4e21-b1e3-d5f851b51d11,ab56d43e-6b4a-43a3-9b6c-f3bae36c4bb6,internal,"Ski jacket and poles, size L","Solid, no wobble — one small scuff on the back left that you cannot see once it is against a wall. Upgraded to a bigger one and have no room for both. Happy to hold it for a day if you need to arrange a car. Open to a small discount if you take it today.",sports,,used_good,9500,false,false,10030,active,134,17,0,,2025-07-29T02:59:39+00:00,,,
564a40b6-42d7-4af7-ac4a-9dd02c5f67dc,b2ebd1c7-416b-4645-a522-88f29c4fd3fa,internal,Corporate Finance (Cengage) 9th ed.,,textbooks,,like_new,8500,false,true,10025,sold,10,1,1,,2025-07-29T03:47:44+00:00,2025-07-31T07:15:31+00:00,c6fd42f0-6060-47cf-a8e8-e24dcaee7d26,8200
0c21f54b-1386-4308-bdb0-862ce829cd5d,17bc3a75-830c-41bc-b847-8447593a7d03,internal,"Dyson V8 cordless vacuum, all heads","Solid, no wobble — one small scuff on the back left that you cannot see once it is against a wall. Moving to a smaller place at the end of the month, so it needs a new home. Cash or Venmo. I can meet near the Columbia gates any afternoon.",electronics,,used_good,22000,false,false,10025,active,99,9,1,,2025-07-29T20:10:40+00:00,,,
